"","sp1","sp2","weight","sp1_inc","sp2_inc","obs_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name","level","level_name","edge_type"
"11980",75,178,0.348,37,35,24,21.2,0.95849,0.11452,"ASV_00106","ASV_00638","Farm","Mink","not_significant"
"11981",75,179,0.268,37,27,17,16.4,0.72251,0.47506,"ASV_00106","ASV_00640","Farm","Mink","not_significant"
"11982",75,180,0.229,37,23,19,14,0.99904,0.00596,"ASV_00106","ASV_00643","Farm","Mink","pos"
"11983",75,181,0.398,37,40,26,24.3,0.89111,0.2466,"ASV_00106","ASV_00645","Farm","Mink","not_significant"
"11984",75,182,0.209,37,21,11,12.7,0.2466,0.89111,"ASV_00106","ASV_00656","Farm","Mink","not_significant"
"11985",75,183,0.308,37,31,21,18.8,0.92154,0.18697,"ASV_00106","ASV_00683","Farm","Mink","not_significant"
"11986",75,184,0.428,37,43,27,26.1,0.79303,0.40219,"ASV_00106","ASV_00704","Farm","Mink","not_significant"
"11987",75,185,0.288,37,29,20,17.6,0.93718,0.15814,"ASV_00106","ASV_00727","Farm","Mink","not_significant"
"11988",75,186,0.278,37,28,16,17,0.39921,0.78239,"ASV_00106","ASV_00729","Farm","Mink","not_significant"
"11989",75,187,0.219,37,22,16,13.3,0.95915,0.11913,"ASV_00106","ASV_00786","Farm","Mink","not_significant"
"11990",75,188,0.408,37,41,28,24.9,0.97831,0.07148,"ASV_00106","ASV_00805","Farm","Mink","not_significant"
"11991",75,189,0.209,37,21,12,12.7,0.44552,0.7534,"ASV_00106","ASV_00827","Farm","Mink","not_significant"
"11992",75,190,0.219,37,22,15,13.3,0.88087,0.26552,"ASV_00106","ASV_00883","Farm","Mink","not_significant"
"11993",75,191,0.328,37,33,22,20,0.90431,0.21761,"ASV_00106","ASV_00888","Farm","Mink","not_significant"
"11994",75,192,0.308,37,31,21,18.8,0.92154,0.18697,"ASV_00106","ASV_00930","Farm","Mink","not_significant"
"11995",75,193,0.259,37,26,21,15.8,0.99907,0.00542,"ASV_00106","ASV_00962","Farm","Mink","pos"
"11996",75,194,0.189,37,19,9,11.5,0.12625,0.9559,"ASV_00106","ASV_00973","Farm","Mink","not_significant"
"11997",75,195,0.328,37,33,22,20,0.90431,0.21761,"ASV_00106","ASV_01032","Farm","Mink","not_significant"
"11998",75,196,0.239,37,24,16,14.6,0.8514,0.30792,"ASV_00106","ASV_01074","Farm","Mink","not_significant"
"11999",75,197,0.249,37,25,17,15.2,0.89395,0.23903,"ASV_00106","ASV_01111","Farm","Mink","not_significant"
"12000",75,198,0.219,37,22,16,13.3,0.95915,0.11913,"ASV_00106","ASV_01579","Farm","Mink","not_significant"
"12001",76,77,0.117,19,23,9,7.2,0.90798,0.2221,"ASV_00107","ASV_00112","Farm","Mink","not_significant"
"12002",76,78,0.138,19,27,8,8.4,0.52161,0.69227,"ASV_00107","ASV_00113","Farm","Mink","not_significant"
"12003",76,79,0.123,19,24,11,7.5,0.98835,0.0441,"ASV_00107","ASV_00116","Farm","Mink","pos"
"12004",76,80,0.163,19,32,9,10,0.39755,0.79162,"ASV_00107","ASV_00121","Farm","Mink","not_significant"
"12005",76,81,0.133,19,26,7,8.1,0.3711,0.81372,"ASV_00107","ASV_00123","Farm","Mink","not_significant"
"12006",76,82,0.123,19,24,11,7.5,0.98835,0.0441,"ASV_00107","ASV_00126","Farm","Mink","pos"
"12007",76,83,0.291,19,57,19,17.8,1,0.21448,"ASV_00107","ASV_00128","Farm","Mink","not_significant"
"12008",76,84,0.107,19,21,9,6.5,0.95626,0.12764,"ASV_00107","ASV_00130","Farm","Mink","not_significant"
"12009",76,85,0.281,19,55,16,17.1,0.26973,0.93061,"ASV_00107","ASV_00131","Farm","Mink","not_significant"
"12010",76,86,0.097,19,19,10,5.9,0.99649,0.01738,"ASV_00107","ASV_00133","Farm","Mink","pos"
"12011",76,87,0.235,19,46,16,14.3,0.9225,0.2294,"ASV_00107","ASV_00136","Farm","Mink","not_significant"
"12012",76,88,0.22,19,43,15,13.4,0.90148,0.25465,"ASV_00107","ASV_00138","Farm","Mink","not_significant"
"12013",76,89,0.128,19,25,9,7.8,0.8323,0.34256,"ASV_00107","ASV_00144","Farm","Mink","not_significant"
"12014",76,90,0.143,19,28,9,8.7,0.66768,0.54759,"ASV_00107","ASV_00156","Farm","Mink","not_significant"
"12015",76,91,0.209,19,41,13,12.8,0.66184,0.56813,"ASV_00107","ASV_00157","Farm","Mink","not_significant"
"12016",76,92,0.158,19,31,11,9.7,0.84608,0.3208,"ASV_00107","ASV_00158","Farm","Mink","not_significant"
"12017",76,93,0.214,19,42,13,13.1,0.59285,0.64029,"ASV_00107","ASV_00163","Farm","Mink","not_significant"
"12018",76,94,0.184,19,36,13,11.2,0.90176,0.23604,"ASV_00107","ASV_00164","Farm","Mink","not_significant"
"12019",76,95,0.204,19,40,12,12.5,0.50479,0.71396,"ASV_00107","ASV_00171","Farm","Mink","not_significant"
"12020",76,96,0.169,19,33,12,10.3,0.8916,0.24986,"ASV_00107","ASV_00174","Farm","Mink","not_significant"
"12021",76,97,0.138,19,27,10,8.4,0.87754,0.27146,"ASV_00107","ASV_00177","Farm","Mink","not_significant"
"12022",76,98,0.123,19,24,8,7.5,0.72039,0.49135,"ASV_00107","ASV_00181","Farm","Mink","not_significant"
"12023",76,99,0.148,19,29,11,9,0.91416,0.20838,"ASV_00107","ASV_00185","Farm","Mink","not_significant"
"12024",76,100,0.194,19,38,14,11.8,0.93788,0.17167,"ASV_00107","ASV_00190","Farm","Mink","not_significant"
"12025",76,101,0.271,19,53,17,16.5,0.78586,0.51876,"ASV_00107","ASV_00197","Farm","Mink","not_significant"
"12026",76,102,0.117,19,23,11,7.2,0.99304,0.02922,"ASV_00107","ASV_00200","Farm","Mink","pos"
"12027",76,103,0.163,19,32,11,10,0.80158,0.3849,"ASV_00107","ASV_00201","Farm","Mink","not_significant"
"12028",76,104,0.174,19,34,13,10.6,0.94873,0.14377,"ASV_00107","ASV_00204","Farm","Mink","not_significant"
"12029",76,105,0.102,19,20,7,6.2,0.7743,0.43187,"ASV_00107","ASV_00206","Farm","Mink","not_significant"
"12030",76,106,0.097,19,19,5,5.9,0.40715,0.79981,"ASV_00107","ASV_00209","Farm","Mink","not_significant"
"12031",76,107,0.123,19,24,8,7.5,0.72039,0.49135,"ASV_00107","ASV_00210","Farm","Mink","not_significant"
"12032",76,108,0.138,19,27,10,8.4,0.87754,0.27146,"ASV_00107","ASV_00218","Farm","Mink","not_significant"
"12033",76,109,0.143,19,28,9,8.7,0.66768,0.54759,"ASV_00107","ASV_00223","Farm","Mink","not_significant"
"12034",76,110,0.25,19,49,17,15.3,0.94697,0.19747,"ASV_00107","ASV_00224","Farm","Mink","not_significant"
"12035",76,111,0.26,19,51,18,15.9,0.98368,0.11027,"ASV_00107","ASV_00232","Farm","Mink","not_significant"
"12036",76,112,0.169,19,33,13,10.3,0.96431,0.1084,"ASV_00107","ASV_00235","Farm","Mink","not_significant"
"12037",76,113,0.153,19,30,10,9.3,0.73842,0.46554,"ASV_00107","ASV_00240","Farm","Mink","not_significant"
"12038",76,114,0.281,19,55,18,17.1,0.90552,0.38556,"ASV_00107","ASV_00242","Farm","Mink","not_significant"
"12039",76,115,0.112,19,22,9,6.9,0.93528,0.1712,"ASV_00107","ASV_00248","Farm","Mink","not_significant"
"12040",76,116,0.281,19,55,18,17.1,0.90552,0.38556,"ASV_00107","ASV_00249","Farm","Mink","not_significant"
"12041",76,117,0.204,19,40,12,12.5,0.50479,0.71396,"ASV_00107","ASV_00255","Farm","Mink","not_significant"
"12042",76,118,0.138,19,27,10,8.4,0.87754,0.27146,"ASV_00107","ASV_00258","Farm","Mink","not_significant"
"12043",76,119,0.128,19,25,6,7.8,0.23604,0.90176,"ASV_00107","ASV_00260","Farm","Mink","not_significant"
"12044",76,120,0.148,19,29,14,9,0.99894,0.00632,"ASV_00107","ASV_00265","Farm","Mink","pos"
"12045",76,121,0.128,19,25,9,7.8,0.8323,0.34256,"ASV_00107","ASV_00269","Farm","Mink","not_significant"
"12046",76,122,0.107,19,21,7,6.5,0.71396,0.50479,"ASV_00107","ASV_00270","Farm","Mink","not_significant"
"12047",76,123,0.194,19,38,16,11.8,0.99728,0.01599,"ASV_00107","ASV_00275","Farm","Mink","pos"
"12048",76,124,0.117,19,23,7,7.2,0.57923,0.64427,"ASV_00107","ASV_00277","Farm","Mink","not_significant"
"12049",76,125,0.143,19,28,8,8.7,0.45241,0.75014,"ASV_00107","ASV_00281","Farm","Mink","not_significant"
"12050",76,126,0.102,19,20,7,6.2,0.7743,0.43187,"ASV_00107","ASV_00283","Farm","Mink","not_significant"
"12051",76,127,0.117,19,23,9,7.2,0.90798,0.2221,"ASV_00107","ASV_00288","Farm","Mink","not_significant"
"12052",76,128,0.204,19,40,14,12.5,0.88367,0.27534,"ASV_00107","ASV_00290","Farm","Mink","not_significant"
"12053",76,129,0.194,19,38,15,11.8,0.98401,0.06212,"ASV_00107","ASV_00292","Farm","Mink","not_significant"
"12054",76,130,0.153,19,30,11,9.3,0.88352,0.26158,"ASV_00107","ASV_00298","Farm","Mink","not_significant"
"12055",76,131,0.158,19,31,12,9.7,0.94281,0.15392,"ASV_00107","ASV_00309","Farm","Mink","not_significant"
"12056",76,132,0.225,19,44,11,13.7,0.08856,0.97422,"ASV_00107","ASV_00310","Farm","Mink","not_significant"
"12057",76,133,0.123,19,24,3,7.5,0.0104,0.99837,"ASV_00107","ASV_00311","Farm","Mink","neg"
"12058",76,134,0.107,19,21,8,6.5,0.87236,0.28604,"ASV_00107","ASV_00318","Farm","Mink","not_significant"
"12059",76,135,0.097,19,19,6,5.9,0.64029,0.59285,"ASV_00107","ASV_00323","Farm","Mink","not_significant"
"12060",76,136,0.128,19,25,10,7.8,0.93592,0.1677,"ASV_00107","ASV_00324","Farm","Mink","not_significant"
"12061",76,137,0.128,19,25,9,7.8,0.8323,0.34256,"ASV_00107","ASV_00329","Farm","Mink","not_significant"
"12062",76,138,0.097,19,19,10,5.9,0.99649,0.01738,"ASV_00107","ASV_00331","Farm","Mink","pos"
"12063",76,139,0.174,19,34,12,10.6,0.85623,0.30773,"ASV_00107","ASV_00335","Farm","Mink","not_significant"
"12064",76,140,0.117,19,23,8,7.2,0.7779,0.42077,"ASV_00107","ASV_00338","Farm","Mink","not_significant"
"12065",76,141,0.123,19,24,11,7.5,0.98835,0.0441,"ASV_00107","ASV_00341","Farm","Mink","pos"
"12066",76,142,0.123,19,24,9,7.5,0.87375,0.27961,"ASV_00107","ASV_00342","Farm","Mink","not_significant"
"12067",76,143,0.163,19,32,12,10,0.92024,0.19842,"ASV_00107","ASV_00351","Farm","Mink","not_significant"
"12068",76,144,0.209,19,41,14,12.8,0.84581,0.33816,"ASV_00107","ASV_00356","Farm","Mink","not_significant"
"12069",76,145,0.117,19,23,7,7.2,0.57923,0.64427,"ASV_00107","ASV_00360","Farm","Mink","not_significant"
"12070",76,146,0.102,19,20,7,6.2,0.7743,0.43187,"ASV_00107","ASV_00365","Farm","Mink","not_significant"
"12071",76,147,0.153,19,30,6,9.3,0.05719,0.98405,"ASV_00107","ASV_00377","Farm","Mink","not_significant"
"12072",76,148,0.184,19,36,13,11.2,0.90176,0.23604,"ASV_00107","ASV_00379","Farm","Mink","not_significant"
"12073",76,149,0.143,19,28,13,8.7,0.99622,0.01775,"ASV_00107","ASV_00387","Farm","Mink","pos"
"12074",76,150,0.123,19,24,7,7.5,0.50865,0.70723,"ASV_00107","ASV_00388","Farm","Mink","not_significant"
"12075",76,151,0.128,19,25,9,7.8,0.8323,0.34256,"ASV_00107","ASV_00397","Farm","Mink","not_significant"
"12076",76,152,0.169,19,33,13,10.3,0.96431,0.1084,"ASV_00107","ASV_00406","Farm","Mink","not_significant"
"12077",76,153,0.163,19,32,11,10,0.80158,0.3849,"ASV_00107","ASV_00425","Farm","Mink","not_significant"
"12078",76,154,0.23,19,45,16,14,0.94536,0.17657,"ASV_00107","ASV_00426","Farm","Mink","not_significant"
"12079",76,155,0.153,19,30,12,9.3,0.96011,0.11648,"ASV_00107","ASV_00435","Farm","Mink","not_significant"
"12080",76,156,0.245,19,48,18,15,0.99611,0.03588,"ASV_00107","ASV_00452","Farm","Mink","pos"
"12081",76,157,0.097,19,19,9,5.9,0.98262,0.06315,"ASV_00107","ASV_00464","Farm","Mink","not_significant"
"12082",76,158,0.163,19,32,10,10,0.6151,0.60245,"ASV_00107","ASV_00474","Farm","Mink","not_significant"
"12083",76,159,0.158,19,31,11,9.7,0.84608,0.3208,"ASV_00107","ASV_00477","Farm","Mink","not_significant"
"12084",76,160,0.148,19,29,11,9,0.91416,0.20838,"ASV_00107","ASV_00478","Farm","Mink","not_significant"
"12085",76,161,0.184,19,36,14,11.2,0.96968,0.09824,"ASV_00107","ASV_00481","Farm","Mink","not_significant"
"12086",76,162,0.117,19,23,9,7.2,0.90798,0.2221,"ASV_00107","ASV_00483","Farm","Mink","not_significant"
"12087",76,163,0.097,19,19,7,5.9,0.82791,0.35971,"ASV_00107","ASV_00497","Farm","Mink","not_significant"
"12088",76,164,0.102,19,20,6,6.2,0.56813,0.66184,"ASV_00107","ASV_00499","Farm","Mink","not_significant"
"12089",76,165,0.123,19,24,10,7.5,0.9559,0.12625,"ASV_00107","ASV_00513","Farm","Mink","not_significant"
"12090",76,166,0.117,19,23,10,7.2,0.97078,0.09202,"ASV_00107","ASV_00523","Farm","Mink","not_significant"
"12091",76,167,0.107,19,21,5,6.5,0.27534,0.88367,"ASV_00107","ASV_00538","Farm","Mink","not_significant"
"12092",76,168,0.148,19,29,11,9,0.91416,0.20838,"ASV_00107","ASV_00543","Farm","Mink","not_significant"
"12093",76,169,0.214,19,42,15,13.1,0.92859,0.20019,"ASV_00107","ASV_00563","Farm","Mink","not_significant"
"12094",76,170,0.174,19,34,13,10.6,0.94873,0.14377,"ASV_00107","ASV_00570","Farm","Mink","not_significant"
"12095",76,171,0.143,19,28,9,8.7,0.66768,0.54759,"ASV_00107","ASV_00583","Farm","Mink","not_significant"
"12096",76,172,0.112,19,22,8,6.9,0.8288,0.35167,"ASV_00107","ASV_00587","Farm","Mink","not_significant"
"12097",76,173,0.158,19,31,14,9.7,0.99677,0.01595,"ASV_00107","ASV_00601","Farm","Mink","pos"
"12098",76,174,0.107,19,21,6,6.5,0.49521,0.72466,"ASV_00107","ASV_00603","Farm","Mink","not_significant"
"12099",76,175,0.209,19,41,13,12.8,0.66184,0.56813,"ASV_00107","ASV_00621","Farm","Mink","not_significant"
"12100",76,176,0.107,19,21,6,6.5,0.49521,0.72466,"ASV_00107","ASV_00626","Farm","Mink","not_significant"
"12101",76,177,0.097,19,19,9,5.9,0.98262,0.06315,"ASV_00107","ASV_00627","Farm","Mink","not_significant"
"12102",76,178,0.179,19,35,14,10.9,0.97956,0.07183,"ASV_00107","ASV_00638","Farm","Mink","not_significant"
"12103",76,179,0.138,19,27,11,8.4,0.95725,0.12246,"ASV_00107","ASV_00640","Farm","Mink","not_significant"
"12104",76,180,0.117,19,23,8,7.2,0.7779,0.42077,"ASV_00107","ASV_00643","Farm","Mink","not_significant"
"12105",76,181,0.204,19,40,13,12.5,0.72466,0.49521,"ASV_00107","ASV_00645","Farm","Mink","not_significant"
"12106",76,182,0.107,19,21,9,6.5,0.95626,0.12764,"ASV_00107","ASV_00656","Farm","Mink","not_significant"
"12107",76,183,0.158,19,31,10,9.7,0.6792,0.53446,"ASV_00107","ASV_00683","Farm","Mink","not_significant"
"12108",76,184,0.22,19,43,13,13.4,0.51923,0.70941,"ASV_00107","ASV_00704","Farm","Mink","not_significant"
"12109",76,185,0.148,19,29,7,9,0.19842,0.92024,"ASV_00107","ASV_00727","Farm","Mink","not_significant"
"12110",76,186,0.143,19,28,10,8.7,0.8381,0.33232,"ASV_00107","ASV_00729","Farm","Mink","not_significant"
"12111",76,187,0.112,19,22,8,6.9,0.8288,0.35167,"ASV_00107","ASV_00786","Farm","Mink","not_significant"
"12112",76,188,0.209,19,41,13,12.8,0.66184,0.56813,"ASV_00107","ASV_00805","Farm","Mink","not_significant"
"12113",76,189,0.107,19,21,10,6.5,0.98873,0.04374,"ASV_00107","ASV_00827","Farm","Mink","pos"
"12114",76,190,0.112,19,22,3,6.9,0.02401,0.99555,"ASV_00107","ASV_00883","Farm","Mink","neg"
"12115",76,191,0.169,19,33,12,10.3,0.8916,0.24986,"ASV_00107","ASV_00888","Farm","Mink","not_significant"
"12116",76,192,0.158,19,31,12,9.7,0.94281,0.15392,"ASV_00107","ASV_00930","Farm","Mink","not_significant"
"12117",76,193,0.133,19,26,11,8.1,0.97124,0.08999,"ASV_00107","ASV_00962","Farm","Mink","not_significant"
"12118",76,194,0.097,19,19,7,5.9,0.82791,0.35971,"ASV_00107","ASV_00973","Farm","Mink","not_significant"
"12119",76,195,0.169,19,33,15,10.3,0.99855,0.0086,"ASV_00107","ASV_01032","Farm","Mink","pos"
"12120",76,196,0.123,19,24,9,7.5,0.87375,0.27961,"ASV_00107","ASV_01074","Farm","Mink","not_significant"
"12121",76,197,0.128,19,25,10,7.8,0.93592,0.1677,"ASV_00107","ASV_01111","Farm","Mink","not_significant"
"12122",76,198,0.112,19,22,11,6.9,0.99604,0.01858,"ASV_00107","ASV_01579","Farm","Mink","pos"
"12123",77,78,0.167,23,27,12,10.2,0.89129,0.24119,"ASV_00112","ASV_00113","Farm","Mink","not_significant"
"12124",77,79,0.148,23,24,10,9,0.784,0.40212,"ASV_00112","ASV_00116","Farm","Mink","not_significant"
"12125",77,80,0.198,23,32,17,12.1,0.99827,0.00889,"ASV_00112","ASV_00121","Farm","Mink","pos"
"12126",77,81,0.161,23,26,11,9.8,0.81769,0.35405,"ASV_00112","ASV_00123","Farm","Mink","not_significant"
"12127",77,82,0.148,23,24,12,9,0.96877,0.09282,"ASV_00112","ASV_00126","Farm","Mink","not_significant"
"12128",77,83,0.352,23,57,20,21.5,0.14593,0.98303,"ASV_00112","ASV_00128","Farm","Mink","not_significant"
"12129",77,84,0.13,23,21,10,7.9,0.92384,0.18922,"ASV_00112","ASV_00130","Farm","Mink","not_significant"
"12130",77,85,0.34,23,55,22,20.7,0.95028,0.25764,"ASV_00112","ASV_00131","Farm","Mink","not_significant"
"12131",77,86,0.117,23,19,10,7.2,0.97078,0.09202,"ASV_00112","ASV_00133","Farm","Mink","not_significant"
"12132",77,87,0.284,23,46,17,17.3,0.53267,0.70061,"ASV_00112","ASV_00136","Farm","Mink","not_significant"
"12133",77,88,0.266,23,43,19,16.2,0.9743,0.09095,"ASV_00112","ASV_00138","Farm","Mink","not_significant"
"12134",77,89,0.155,23,25,9,9.4,0.5174,0.68921,"ASV_00112","ASV_00144","Farm","Mink","not_significant"
"12135",77,90,0.173,23,28,14,10.6,0.98197,0.05925,"ASV_00112","ASV_00156","Farm","Mink","not_significant"
"12136",77,91,0.253,23,41,20,15.5,0.9985,0.00967,"ASV_00112","ASV_00157","Farm","Mink","pos"
"12137",77,92,0.192,23,31,12,11.7,0.66561,0.53975,"ASV_00112","ASV_00158","Farm","Mink","not_significant"
"12138",77,93,0.26,23,42,17,15.8,0.82833,0.35573,"ASV_00112","ASV_00163","Farm","Mink","not_significant"
"12139",77,94,0.223,23,36,13,13.6,0.4826,0.71861,"ASV_00112","ASV_00164","Farm","Mink","not_significant"
"12140",77,95,0.247,23,40,19,15.1,0.99432,0.02661,"ASV_00112","ASV_00171","Farm","Mink","pos"
"12141",77,96,0.204,23,33,14,12.4,0.8624,0.28825,"ASV_00112","ASV_00174","Farm","Mink","not_significant"
"12142",77,97,0.167,23,27,12,10.2,0.89129,0.24119,"ASV_00112","ASV_00177","Farm","Mink","not_significant"
"12143",77,98,0.148,23,24,10,9,0.784,0.40212,"ASV_00112","ASV_00181","Farm","Mink","not_significant"
"12144",77,99,0.179,23,29,10,10.9,0.40969,0.77566,"ASV_00112","ASV_00185","Farm","Mink","not_significant"
"12145",77,100,0.235,23,38,13,14.3,0.32457,0.84046,"ASV_00112","ASV_00190","Farm","Mink","not_significant"
"12146",77,101,0.328,23,53,22,20,0.98339,0.11517,"ASV_00112","ASV_00197","Farm","Mink","not_significant"
"12147",77,102,0.142,23,23,10,8.7,0.84046,0.32457,"ASV_00112","ASV_00200","Farm","Mink","not_significant"
"12148",77,103,0.198,23,32,11,12.1,0.38222,0.79615,"ASV_00112","ASV_00201","Farm","Mink","not_significant"
"12149",77,104,0.21,23,34,15,12.8,0.92374,0.18602,"ASV_00112","ASV_00204","Farm","Mink","not_significant"
"12150",77,105,0.124,23,20,7,7.5,0.49409,0.71877,"ASV_00112","ASV_00206","Farm","Mink","not_significant"
"12151",77,106,0.117,23,19,9,7.2,0.90798,0.2221,"ASV_00112","ASV_00209","Farm","Mink","not_significant"
"12152",77,107,0.148,23,24,11,9,0.90718,0.216,"ASV_00112","ASV_00210","Farm","Mink","not_significant"
"12153",77,108,0.167,23,27,16,10.2,0.99966,0.00221,"ASV_00112","ASV_00218","Farm","Mink","pos"
"12154",77,109,0.173,23,28,12,10.6,0.84843,0.30841,"ASV_00112","ASV_00223","Farm","Mink","not_significant"
"12155",77,110,0.303,23,49,19,18.5,0.74818,0.5004,"ASV_00112","ASV_00224","Farm","Mink","not_significant"
"12156",77,111,0.315,23,51,18,19.2,0.29704,0.89026,"ASV_00112","ASV_00232","Farm","Mink","not_significant"
"12157",77,112,0.204,23,33,11,12.4,0.30841,0.84843,"ASV_00112","ASV_00235","Farm","Mink","not_significant"
"12158",77,113,0.185,23,30,12,11.3,0.73484,0.46025,"ASV_00112","ASV_00240","Farm","Mink","not_significant"
"12159",77,114,0.34,23,55,20,20.7,0.40603,0.86304,"ASV_00112","ASV_00242","Farm","Mink","not_significant"
"12160",77,115,0.136,23,22,9,8.3,0.74718,0.4527,"ASV_00112","ASV_00248","Farm","Mink","not_significant"
"12161",77,116,0.34,23,55,21,20.7,0.74236,0.59397,"ASV_00112","ASV_00249","Farm","Mink","not_significant"
"12162",77,117,0.247,23,40,18,15.1,0.97339,0.08807,"ASV_00112","ASV_00255","Farm","Mink","not_significant"
"12163",77,118,0.167,23,27,11,10.2,0.75881,0.43164,"ASV_00112","ASV_00258","Farm","Mink","not_significant"
"12164",77,119,0.155,23,25,10,9.4,0.71861,0.4826,"ASV_00112","ASV_00260","Farm","Mink","not_significant"
"12165",77,120,0.179,23,29,14,10.9,0.97072,0.08723,"ASV_00112","ASV_00265","Farm","Mink","not_significant"
"12166",77,121,0.155,23,25,8,9.4,0.31079,0.84963,"ASV_00112","ASV_00269","Farm","Mink","not_significant"
"12167",77,122,0.13,23,21,7,7.9,0.41102,0.78366,"ASV_00112","ASV_00270","Farm","Mink","not_significant"
"12168",77,123,0.235,23,38,18,14.3,0.98987,0.04023,"ASV_00112","ASV_00275","Farm","Mink","pos"
"12169",77,124,0.142,23,23,7,8.7,0.26286,0.88238,"ASV_00112","ASV_00277","Farm","Mink","not_significant"
"12170",77,125,0.173,23,28,12,10.6,0.84843,0.30841,"ASV_00112","ASV_00281","Farm","Mink","not_significant"
"12171",77,126,0.124,23,20,11,7.5,0.98668,0.04866,"ASV_00112","ASV_00283","Farm","Mink","pos"
"12172",77,127,0.142,23,23,7,8.7,0.26286,0.88238,"ASV_00112","ASV_00288","Farm","Mink","not_significant"
"12173",77,128,0.247,23,40,14,15.1,0.37093,0.81078,"ASV_00112","ASV_00290","Farm","Mink","not_significant"
"12174",77,129,0.235,23,38,14,14.3,0.53506,0.67543,"ASV_00112","ASV_00292","Farm","Mink","not_significant"
"12175",77,130,0.185,23,30,9,11.3,0.16931,0.93175,"ASV_00112","ASV_00298","Farm","Mink","not_significant"
"12176",77,131,0.192,23,31,16,11.7,0.99491,0.02139,"ASV_00112","ASV_00309","Farm","Mink","pos"
"12177",77,132,0.272,23,44,18,16.6,0.87048,0.29922,"ASV_00112","ASV_00310","Farm","Mink","not_significant"
"12178",77,133,0.148,23,24,10,9,0.784,0.40212,"ASV_00112","ASV_00311","Farm","Mink","not_significant"
"12179",77,134,0.13,23,21,10,7.9,0.92384,0.18922,"ASV_00112","ASV_00318","Farm","Mink","not_significant"
"12180",77,135,0.117,23,19,8,7.2,0.7779,0.42077,"ASV_00112","ASV_00323","Farm","Mink","not_significant"
"12181",77,136,0.155,23,25,15,9.4,0.99948,0.00315,"ASV_00112","ASV_00324","Farm","Mink","pos"
"12182",77,137,0.155,23,25,17,9.4,0.99999,6e-05,"ASV_00112","ASV_00329","Farm","Mink","pos"
"12183",77,138,0.117,23,19,9,7.2,0.90798,0.2221,"ASV_00112","ASV_00331","Farm","Mink","not_significant"
"12184",77,139,0.21,23,34,13,12.8,0.64019,0.56836,"ASV_00112","ASV_00335","Farm","Mink","not_significant"
"12185",77,140,0.142,23,23,10,8.7,0.84046,0.32457,"ASV_00112","ASV_00338","Farm","Mink","not_significant"
"12186",77,141,0.148,23,24,11,9,0.90718,0.216,"ASV_00112","ASV_00341","Farm","Mink","not_significant"
"12187",77,142,0.148,23,24,10,9,0.784,0.40212,"ASV_00112","ASV_00342","Farm","Mink","not_significant"
"12188",77,143,0.198,23,32,14,12.1,0.90143,0.22434,"ASV_00112","ASV_00351","Farm","Mink","not_significant"
"12189",77,144,0.253,23,41,16,15.5,0.71877,0.49409,"ASV_00112","ASV_00356","Farm","Mink","not_significant"
"12190",77,145,0.142,23,23,11,8.7,0.93797,0.15954,"ASV_00112","ASV_00360","Farm","Mink","not_significant"
"12191",77,146,0.124,23,20,6,7.5,0.28123,0.87528,"ASV_00112","ASV_00365","Farm","Mink","not_significant"
"12192",77,147,0.185,23,30,11,11.3,0.53975,0.66561,"ASV_00112","ASV_00377","Farm","Mink","not_significant"
"12193",77,148,0.223,23,36,13,13.6,0.4826,0.71861,"ASV_00112","ASV_00379","Farm","Mink","not_significant"
"12194",77,149,0.173,23,28,13,10.6,0.94075,0.15157,"ASV_00112","ASV_00387","Farm","Mink","not_significant"
"12195",77,150,0.148,23,24,10,9,0.784,0.40212,"ASV_00112","ASV_00388","Farm","Mink","not_significant"
"12196",77,151,0.155,23,25,11,9.4,0.86723,0.28139,"ASV_00112","ASV_00397","Farm","Mink","not_significant"
"12197",77,152,0.204,23,33,10,12.4,0.15157,0.94075,"ASV_00112","ASV_00406","Farm","Mink","not_significant"
"12198",77,153,0.198,23,32,15,12.1,0.96612,0.09857,"ASV_00112","ASV_00425","Farm","Mink","not_significant"
"12199",77,154,0.278,23,45,16,17,0.38561,0.81145,"ASV_00112","ASV_00426","Farm","Mink","not_significant"
"12200",77,155,0.185,23,30,13,11.3,0.87633,0.26516,"ASV_00112","ASV_00435","Farm","Mink","not_significant"
"12201",77,156,0.297,23,48,18,18.1,0.59599,0.65462,"ASV_00112","ASV_00452","Farm","Mink","not_significant"
"12202",77,157,0.117,23,19,11,7.2,0.99304,0.02922,"ASV_00112","ASV_00464","Farm","Mink","pos"
"12203",77,158,0.198,23,32,15,12.1,0.96612,0.09857,"ASV_00112","ASV_00474","Farm","Mink","not_significant"
"12204",77,159,0.192,23,31,11,11.7,0.46025,0.73484,"ASV_00112","ASV_00477","Farm","Mink","not_significant"
"12205",77,160,0.179,23,29,11,10.9,0.61778,0.59031,"ASV_00112","ASV_00478","Farm","Mink","not_significant"
"12206",77,161,0.223,23,36,19,13.6,0.99951,0.00339,"ASV_00112","ASV_00481","Farm","Mink","pos"
"12207",77,162,0.142,23,23,13,8.7,0.99572,0.01868,"ASV_00112","ASV_00483","Farm","Mink","pos"
"12208",77,163,0.117,23,19,11,7.2,0.99304,0.02922,"ASV_00112","ASV_00497","Farm","Mink","pos"
"12209",77,164,0.124,23,20,7,7.5,0.49409,0.71877,"ASV_00112","ASV_00499","Farm","Mink","not_significant"
